customer_id,tenure_months,contract_type,monthly_charges,support_tickets,payment_method,churn
CUST-106413,42,Month-to-Month,38.47,4,Bank Transfer,Yes
CUST-106414,52,One Year,59.59,2,Credit Card,No
CUST-106415,25,Month-to-Month,77.47,2,Bank Transfer,No
CUST-106416,54,One Year,62.54,1,Bank Transfer,No
CUST-106417,67,Two Year,83.05,1,Direct Debit,No
CUST-106418,6,Month-to-Month,72.67,2,Bank Transfer,No
CUST-106419,58,One Year,47.44,0,Direct Debit,No
CUST-106420,70,Month-to-Month,38.62,1,Bank Transfer,No
CUST-106421,53,Month-to-Month,61.86,2,Credit Card,No
CUST-106422,66,Two Year,54.52,0,Credit Card,No
CUST-106423,58,Month-to-Month,71.73,0,Direct Debit,Yes
CUST-106424,2,Month-to-Month,50.64,0,Direct Debit,No
CUST-106425,22,Month-to-Month,52.69,2,Direct Debit,No
CUST-106426,37,One Year,86.06,3,Bank Transfer,Yes
CUST-106427,20,Month-to-Month,67.96,1,Direct Debit,No
CUST-106428,24,Two Year,50.95,1,Credit Card,No
CUST-106429,65,Month-to-Month,65.35,1,Bank Transfer,Yes
CUST-106430,65,Month-to-Month,92.58,2,Direct Debit,No
CUST-106431,1,One Year,70.88,0,Credit Card,No
CUST-106432,3,Month-to-Month,76.86,0,Direct Debit,Yes
CUST-106433,46,One Year,49.96,2,Direct Debit,No
CUST-106434,55,Month-to-Month,85.53,1,Bank Transfer,No
CUST-106435,64,Month-to-Month,111.36,0,Credit Card,Yes
CUST-106436,45,Month-to-Month,49.17,1,Direct Debit,Yes
CUST-106437,26,Two Year,41.36,2,Credit Card,No
CUST-106438,65,One Year,68.51,0,Bank Transfer,No
CUST-106439,24,One Year,82.51,1,Direct Debit,No
CUST-106440,35,Month-to-Month,63.17,3,Direct Debit,Yes
CUST-106441,24,One Year,43.94,3,Bank Transfer,Yes
CUST-106442,28,Month-to-Month,62.83,1,Bank Transfer,No
CUST-106443,16,Two Year,76.96,0,Credit Card,No
CUST-106444,59,One Year,56.86,1,Direct Debit,No
CUST-106445,54,One Year,77.15,2,Credit Card,No
CUST-106446,16,Month-to-Month,88.29,1,Credit Card,No
CUST-106447,15,Month-to-Month,69.8,2,Direct Debit,No
CUST-106448,11,Month-to-Month,64.44,3,Credit Card,Yes
CUST-106449,65,Two Year,81.59,1,Credit Card,Yes
CUST-106450,68,Month-to-Month,47.88,2,Bank Transfer,No
CUST-106451,43,Month-to-Month,45.91,0,Direct Debit,Yes
CUST-106452,69,Month-to-Month,59.67,1,Direct Debit,No
CUST-106453,13,Month-to-Month,55.16,6,Credit Card,Yes
CUST-106454,10,Month-to-Month,48.93,0,Credit Card,Yes
CUST-106455,41,Two Year,101.61,2,Credit Card,No
CUST-106456,50,One Year,108.44,0,Direct Debit,No
CUST-106457,71,Two Year,57.93,3,Direct Debit,No
CUST-106458,59,Two Year,66.83,4,Credit Card,Yes
CUST-106459,39,Month-to-Month,61.24,2,Bank Transfer,Yes
CUST-106460,3,Month-to-Month,87.15,1,Credit Card,Yes
CUST-106461,7,Month-to-Month,91.11,1,Credit Card,Yes
CUST-106462,49,Two Year,29.45,1,Bank Transfer,No
CUST-106463,26,Month-to-Month,74.52,0,Direct Debit,No
CUST-106464,33,Month-to-Month,38.86,0,Credit Card,No
CUST-106465,48,Month-to-Month,100.17,1,Direct Debit,No
CUST-106466,2,Month-to-Month,73.8,4,Bank Transfer,Yes
CUST-106467,71,Month-to-Month,48.53,3,Credit Card,No
CUST-106468,32,Month-to-Month,60.17,0,Direct Debit,No
CUST-106469,4,One Year,59.22,0,Direct Debit,No
CUST-106470,20,Two Year,75.5,3,Direct Debit,No
CUST-106471,36,Month-to-Month,85.84,4,Direct Debit,No
CUST-106472,32,Month-to-Month,42.04,3,Direct Debit,No
CUST-106473,28,Two Year,101.78,0,Bank Transfer,No
CUST-106474,1,Month-to-Month,97.11,0,Direct Debit,Yes
CUST-106475,60,Two Year,47.49,0,Credit Card,No
CUST-106476,56,Month-to-Month,66.46,3,Direct Debit,Yes
CUST-106477,35,One Year,99.22,1,Credit Card,No
CUST-106478,30,One Year,89.66,3,Credit Card,No
CUST-106479,54,One Year,58.27,0,Direct Debit,No
CUST-106480,36,Two Year,81.29,0,Bank Transfer,Yes
CUST-106481,55,Month-to-Month,124.94,1,Credit Card,Yes
CUST-106482,58,Month-to-Month,67.1,4,Bank Transfer,No
CUST-106483,65,Month-to-Month,52.35,2,Direct Debit,No
CUST-106484,69,Two Year,68.45,5,Direct Debit,No
CUST-106485,51,Month-to-Month,69.93,3,Bank Transfer,No
CUST-106486,22,Two Year,54.51,3,Bank Transfer,Yes
CUST-106487,53,Month-to-Month,73.83,1,Bank Transfer,Yes
CUST-106488,36,Month-to-Month,39.91,3,Credit Card,No
CUST-106489,68,One Year,51.69,1,Credit Card,No
CUST-106490,36,Month-to-Month,80.16,1,Bank Transfer,Yes
CUST-106491,52,Month-to-Month,29.9,6,Direct Debit,No
CUST-106492,53,Month-to-Month,83.06,3,Credit Card,Yes
CUST-106493,50,Month-to-Month,24.76,1,Bank Transfer,No
CUST-106494,41,One Year,30.37,1,Direct Debit,No
CUST-106495,18,One Year,55.02,2,Direct Debit,No
CUST-106496,22,Month-to-Month,70.74,0,Direct Debit,Yes
CUST-106497,66,Month-to-Month,91.51,1,Bank Transfer,Yes
CUST-106498,21,Month-to-Month,66.15,1,Credit Card,No
CUST-106499,44,Month-to-Month,60.07,0,Credit Card,Yes
CUST-106500,47,Two Year,76.59,2,Bank Transfer,No
CUST-106501,39,Two Year,47.58,1,Direct Debit,No
CUST-106502,29,Month-to-Month,67.79,1,Bank Transfer,No
CUST-106503,54,Month-to-Month,41.01,2,Direct Debit,No
CUST-106504,17,Two Year,66.65,0,Credit Card,No
CUST-106505,60,Month-to-Month,62.4,0,Direct Debit,Yes
CUST-106506,31,Month-to-Month,48.91,1,Direct Debit,No
CUST-106507,49,One Year,68.3,2,Direct Debit,No
CUST-106508,2,Month-to-Month,68.17,2,Direct Debit,Yes
CUST-106509,48,Month-to-Month,88.51,0,Bank Transfer,Yes
CUST-106510,14,Two Year,32.89,1,Credit Card,No
CUST-106511,59,One Year,63.48,1,Direct Debit,No
CUST-106512,58,Month-to-Month,49.79,2,Bank Transfer,Yes
CUST-106513,58,Month-to-Month,82.4,0,Direct Debit,No
CUST-106514,51,Month-to-Month,80.08,0,Bank Transfer,Yes
CUST-106515,2,One Year,75.16,2,Bank Transfer,No
CUST-106516,41,Month-to-Month,50.92,3,Credit Card,No
CUST-106517,16,Month-to-Month,82.71,3,Direct Debit,Yes
CUST-106518,4,Two Year,34.4,0,Credit Card,No
CUST-106519,12,Month-to-Month,30.29,2,Bank Transfer,Yes
CUST-106520,29,Month-to-Month,39.48,2,Direct Debit,No
CUST-106521,7,Month-to-Month,64.33,0,Direct Debit,Yes
CUST-106522,14,Month-to-Month,78.5,0,Bank Transfer,No
CUST-106523,12,Month-to-Month,20.0,1,Credit Card,No
CUST-106524,5,Two Year,91.45,0,Direct Debit,Yes
CUST-106525,32,Two Year,67.62,1,Bank Transfer,No
CUST-106526,43,Month-to-Month,33.64,2,Bank Transfer,No
CUST-106527,69,Month-to-Month,67.02,0,Direct Debit,Yes
CUST-106528,45,One Year,86.85,2,Direct Debit,No
CUST-106529,9,Month-to-Month,76.99,2,Credit Card,Yes
CUST-106530,49,Month-to-Month,86.98,1,Direct Debit,No
CUST-106531,33,Two Year,37.68,1,Direct Debit,No
CUST-106532,18,Month-to-Month,56.72,2,Bank Transfer,No
CUST-106533,9,Month-to-Month,46.51,1,Bank Transfer,Yes
CUST-106534,62,Month-to-Month,99.35,0,Direct Debit,Yes
CUST-106535,57,Month-to-Month,77.79,4,Credit Card,No
CUST-106536,29,Month-to-Month,121.94,1,Direct Debit,Yes
CUST-106537,25,Month-to-Month,55.65,4,Direct Debit,No
CUST-106538,15,Month-to-Month,50.51,3,Direct Debit,Yes
CUST-106539,6,One Year,62.14,2,Direct Debit,No
CUST-106540,42,Month-to-Month,92.57,2,Credit Card,No
CUST-106541,29,Month-to-Month,57.68,2,Bank Transfer,No
CUST-106542,4,One Year,67.49,0,Direct Debit,No
CUST-106543,57,Two Year,66.93,2,Credit Card,No
CUST-106544,49,Month-to-Month,65.79,3,Direct Debit,Yes
CUST-106545,44,Month-to-Month,51.95,1,Credit Card,No
CUST-106546,14,Month-to-Month,62.25,0,Direct Debit,Yes
CUST-106547,3,One Year,61.4,1,Direct Debit,No
CUST-106548,62,Month-to-Month,64.85,1,Direct Debit,No
CUST-106549,64,Month-to-Month,83.87,3,Direct Debit,Yes
CUST-106550,45,Month-to-Month,100.21,1,Direct Debit,Yes
CUST-106551,58,Month-to-Month,48.19,2,Direct Debit,No
CUST-106552,20,Month-to-Month,57.16,2,Bank Transfer,No
CUST-106553,58,Month-to-Month,48.5,2,Bank Transfer,Yes
CUST-106554,57,Two Year,68.74,1,Direct Debit,No
CUST-106555,68,One Year,54.23,1,Direct Debit,No
CUST-106556,52,Month-to-Month,69.8,2,Credit Card,No
CUST-106557,37,Month-to-Month,87.07,1,Bank Transfer,Yes
CUST-106558,8,Month-to-Month,20.0,2,Direct Debit,Yes
CUST-106559,44,Month-to-Month,74.84,2,Credit Card,No
CUST-106560,5,Two Year,55.8,2,Direct Debit,No
CUST-106561,69,Two Year,74.21,4,Credit Card,No
CUST-106562,31,Month-to-Month,47.07,0,Direct Debit,No
CUST-106563,45,Month-to-Month,88.93,2,Direct Debit,No
CUST-106564,9,Month-to-Month,83.27,0,Direct Debit,Yes
CUST-106565,32,One Year,76.37,2,Direct Debit,No
CUST-106566,33,One Year,80.86,1,Direct Debit,No
CUST-106567,67,Two Year,50.09,1,Credit Card,No
CUST-106568,30,One Year,52.61,2,Credit Card,No
CUST-106569,29,Month-to-Month,80.05,2,Credit Card,No
CUST-106570,3,One Year,49.65,2,Direct Debit,No
CUST-106571,57,One Year,93.91,0,Direct Debit,No
CUST-106572,30,Month-to-Month,58.53,2,Bank Transfer,No
CUST-106573,9,Month-to-Month,75.04,2,Direct Debit,Yes
CUST-106574,26,One Year,106.98,2,Bank Transfer,No
CUST-106575,2,One Year,50.88,0,Bank Transfer,No
CUST-106576,62,One Year,66.38,3,Direct Debit,No
CUST-106577,3,One Year,86.08,1,Bank Transfer,Yes
CUST-106578,46,One Year,84.03,2,Credit Card,No
CUST-106579,68,One Year,58.44,6,Credit Card,No
CUST-106580,25,Month-to-Month,54.67,1,Bank Transfer,Yes
CUST-106581,51,One Year,60.34,1,Direct Debit,No
CUST-106582,13,Month-to-Month,93.96,2,Credit Card,No
CUST-106583,44,Month-to-Month,59.42,0,Credit Card,Yes
CUST-106584,35,Month-to-Month,66.56,1,Credit Card,No
CUST-106585,55,One Year,56.46,3,Credit Card,No
CUST-106586,9,One Year,79.11,0,Direct Debit,Yes
CUST-106587,2,Two Year,68.11,2,Direct Debit,No
CUST-106588,61,Month-to-Month,44.93,0,Bank Transfer,No
CUST-106589,41,Month-to-Month,45.62,0,Direct Debit,Yes
CUST-106590,44,Month-to-Month,25.03,1,Direct Debit,No
CUST-106591,64,Month-to-Month,48.37,3,Direct Debit,No
CUST-106592,31,One Year,80.88,4,Direct Debit,No
CUST-106593,47,Month-to-Month,91.48,0,Direct Debit,No
CUST-106594,2,One Year,78.71,4,Direct Debit,No
CUST-106595,69,One Year,76.09,2,Direct Debit,No
CUST-106596,58,Month-to-Month,62.47,0,Bank Transfer,No
CUST-106597,44,Two Year,80.5,1,Credit Card,No
CUST-106598,56,Month-to-Month,70.73,1,Credit Card,No
CUST-106599,43,Month-to-Month,101.09,3,Direct Debit,No
CUST-106600,34,Two Year,63.03,1,Bank Transfer,No
CUST-106601,30,Two Year,91.86,1,Credit Card,Yes
CUST-106602,71,Month-to-Month,82.48,1,Direct Debit,No
CUST-106603,70,Month-to-Month,79.71,1,Direct Debit,Yes
CUST-106604,55,Month-to-Month,24.77,1,Bank Transfer,Yes
CUST-106605,67,Month-to-Month,83.58,2,Credit Card,No
CUST-106606,13,Two Year,62.45,2,Bank Transfer,No
CUST-106607,3,One Year,56.12,0,Direct Debit,Yes
CUST-106608,26,Month-to-Month,35.34,3,Bank Transfer,Yes
CUST-106609,57,Two Year,64.89,3,Direct Debit,No
CUST-106610,24,Month-to-Month,65.67,1,Direct Debit,No
CUST-106611,53,Month-to-Month,38.94,0,Direct Debit,No
CUST-106612,70,Two Year,35.53,1,Direct Debit,No
CUST-106613,43,Two Year,74.73,2,Credit Card,No
CUST-106614,60,Two Year,82.43,2,Bank Transfer,No
CUST-106615,58,Month-to-Month,68.81,3,Bank Transfer,Yes
CUST-106616,49,One Year,88.02,3,Credit Card,Yes
CUST-106617,42,Month-to-Month,63.27,2,Credit Card,No
CUST-106618,66,One Year,63.91,2,Bank Transfer,No
CUST-106619,11,Two Year,46.66,2,Credit Card,No
CUST-106620,18,Month-to-Month,33.8,1,Bank Transfer,No
CUST-106621,52,One Year,102.09,0,Bank Transfer,No
CUST-106622,46,Month-to-Month,87.63,2,Direct Debit,Yes
CUST-106623,44,Month-to-Month,37.15,1,Direct Debit,Yes
CUST-106624,22,One Year,68.12,1,Direct Debit,No
CUST-106625,53,Month-to-Month,63.0,0,Bank Transfer,Yes
CUST-106626,59,One Year,59.52,0,Bank Transfer,No
CUST-106627,30,Month-to-Month,56.82,3,Credit Card,No
CUST-106628,8,Two Year,72.63,1,Direct Debit,No
CUST-106629,57,Month-to-Month,81.36,0,Direct Debit,Yes
CUST-106630,20,Month-to-Month,73.05,4,Bank Transfer,Yes
CUST-106631,25,Month-to-Month,62.59,1,Direct Debit,No
CUST-106632,19,Two Year,61.86,1,Credit Card,No
CUST-106633,5,One Year,83.74,2,Bank Transfer,No
CUST-106634,72,One Year,74.27,0,Bank Transfer,No
CUST-106635,27,Month-to-Month,66.45,3,Credit Card,Yes
CUST-106636,40,Month-to-Month,64.28,3,Direct Debit,Yes
CUST-106637,26,Month-to-Month,71.91,1,Credit Card,Yes
CUST-106638,27,One Year,55.63,1,Direct Debit,No
CUST-106639,62,Month-to-Month,81.43,1,Credit Card,Yes
CUST-106640,50,Two Year,43.48,1,Direct Debit,No
CUST-106641,42,One Year,56.77,2,Bank Transfer,No
CUST-106642,29,Month-to-Month,77.22,0,Bank Transfer,No
CUST-106643,39,Month-to-Month,42.34,2,Bank Transfer,No
CUST-106644,60,One Year,33.54,1,Direct Debit,No
CUST-106645,41,Month-to-Month,66.26,1,Credit Card,Yes
CUST-106646,33,Month-to-Month,31.07,0,Direct Debit,Yes
CUST-106647,16,Month-to-Month,39.02,1,Direct Debit,Yes
CUST-106648,23,One Year,80.13,0,Direct Debit,No
CUST-106649,7,One Year,60.9,2,Credit Card,No
CUST-106650,26,Month-to-Month,90.71,4,Direct Debit,No
CUST-106651,12,Month-to-Month,40.9,1,Direct Debit,Yes
CUST-106652,72,Month-to-Month,63.12,2,Credit Card,Yes
CUST-106653,5,One Year,72.99,1,Direct Debit,No
CUST-106654,69,Month-to-Month,41.59,1,Direct Debit,Yes
CUST-106655,49,Month-to-Month,85.64,1,Credit Card,Yes
CUST-106656,26,Two Year,75.21,0,Credit Card,No
CUST-106657,5,Two Year,32.81,2,Credit Card,Yes
CUST-106658,22,Two Year,64.25,1,Direct Debit,No
CUST-106659,13,Two Year,72.72,0,Direct Debit,No
CUST-106660,28,Month-to-Month,53.2,2,Direct Debit,No
CUST-106661,33,Month-to-Month,35.4,2,Direct Debit,No
CUST-106662,23,Month-to-Month,70.57,1,Direct Debit,No
CUST-106663,18,Month-to-Month,109.22,1,Bank Transfer,Yes
CUST-106664,30,Two Year,57.26,2,Direct Debit,No
CUST-106665,26,One Year,96.38,2,Direct Debit,Yes
CUST-106666,16,One Year,49.95,1,Direct Debit,No
CUST-106667,39,Month-to-Month,69.31,0,Direct Debit,No
CUST-106668,33,Two Year,80.43,2,Direct Debit,No
CUST-106669,26,Two Year,64.83,1,Direct Debit,No
CUST-106670,48,Month-to-Month,59.05,3,Direct Debit,No
CUST-106671,65,Two Year,79.52,0,Bank Transfer,No
CUST-106672,38,Month-to-Month,102.83,0,Bank Transfer,No
CUST-106673,2,Month-to-Month,71.01,0,Credit Card,No
CUST-106674,6,One Year,54.68,5,Direct Debit,No
CUST-106675,46,One Year,61.2,0,Direct Debit,No
CUST-106676,50,Month-to-Month,115.39,2,Credit Card,Yes
CUST-106677,38,Month-to-Month,67.7,1,Direct Debit,Yes
CUST-106678,18,Two Year,53.11,2,Credit Card,No
CUST-106679,27,One Year,42.1,1,Credit Card,No
CUST-106680,41,One Year,28.48,2,Credit Card,No
CUST-106681,72,Month-to-Month,72.27,1,Direct Debit,No
CUST-106682,17,Month-to-Month,78.09,3,Direct Debit,Yes
CUST-106683,62,Month-to-Month,57.07,2,Credit Card,Yes
CUST-106684,29,Month-to-Month,64.7,0,Credit Card,No
CUST-106685,58,Month-to-Month,41.59,4,Credit Card,No
CUST-106686,70,Month-to-Month,67.66,1,Direct Debit,No
CUST-106687,22,One Year,74.63,7,Credit Card,No
CUST-106688,6,Month-to-Month,54.3,0,Bank Transfer,Yes
CUST-106689,26,Two Year,98.81,3,Credit Card,No
CUST-106690,39,Month-to-Month,48.26,2,Direct Debit,No
CUST-106691,12,Month-to-Month,70.67,5,Credit Card,No
CUST-106692,14,Month-to-Month,81.97,0,Credit Card,No
CUST-106693,22,Month-to-Month,63.45,3,Bank Transfer,Yes
CUST-106694,51,Month-to-Month,61.23,1,Credit Card,Yes
CUST-106695,23,Two Year,36.42,1,Credit Card,No
CUST-106696,48,One Year,92.15,0,Credit Card,No
CUST-106697,71,Month-to-Month,61.6,1,Direct Debit,Yes
CUST-106698,50,Month-to-Month,75.75,2,Direct Debit,No
CUST-106699,13,One Year,78.45,0,Direct Debit,No
CUST-106700,10,One Year,52.43,1,Direct Debit,No
CUST-106701,55,Month-to-Month,61.05,2,Credit Card,Yes
CUST-106702,9,One Year,91.69,1,Direct Debit,Yes
CUST-106703,52,Two Year,42.66,1,Direct Debit,No
CUST-106704,2,One Year,107.56,1,Direct Debit,Yes
CUST-106705,25,Two Year,50.1,2,Direct Debit,No
CUST-106706,13,Two Year,41.41,0,Credit Card,No
CUST-106707,51,Two Year,67.65,4,Credit Card,No
CUST-106708,58,Month-to-Month,109.17,0,Bank Transfer,No
CUST-106709,34,One Year,26.78,2,Direct Debit,No
CUST-106710,35,One Year,62.18,3,Direct Debit,No
CUST-106711,3,One Year,74.53,2,Bank Transfer,No
CUST-106712,59,Two Year,65.67,2,Direct Debit,No
CUST-106713,70,Month-to-Month,72.64,2,Credit Card,No
CUST-106714,48,Month-to-Month,50.64,1,Credit Card,Yes
CUST-106715,64,Month-to-Month,53.01,1,Direct Debit,Yes
CUST-106716,19,Month-to-Month,62.03,2,Credit Card,No
CUST-106717,67,Month-to-Month,42.4,0,Direct Debit,No
CUST-106718,5,One Year,64.11,1,Bank Transfer,No
CUST-106719,67,Month-to-Month,57.23,2,Direct Debit,No
CUST-106720,11,One Year,55.6,0,Direct Debit,Yes
CUST-106721,68,One Year,71.41,0,Credit Card,No
CUST-106722,69,Month-to-Month,28.59,0,Direct Debit,No
CUST-106723,1,Month-to-Month,60.42,2,Credit Card,No
CUST-106724,63,One Year,111.35,0,Credit Card,No
CUST-106725,29,One Year,43.28,1,Direct Debit,No
CUST-106726,12,Two Year,90.71,1,Direct Debit,No
CUST-106727,41,Two Year,66.09,0,Direct Debit,No
CUST-106728,2,Two Year,52.94,2,Direct Debit,No
CUST-106729,37,One Year,38.59,1,Direct Debit,No
CUST-106730,45,Two Year,67.79,2,Bank Transfer,No
CUST-106731,48,Two Year,94.07,1,Direct Debit,Yes
CUST-106732,24,Two Year,57.22,4,Direct Debit,No
CUST-106733,22,Month-to-Month,63.38,3,Direct Debit,Yes
CUST-106734,11,Two Year,85.21,3,Credit Card,Yes
CUST-106735,58,Month-to-Month,71.82,4,Credit Card,Yes
CUST-106736,46,One Year,33.55,0,Bank Transfer,No
CUST-106737,29,Month-to-Month,66.98,1,Direct Debit,No
CUST-106738,35,Month-to-Month,95.24,2,Direct Debit,Yes
CUST-106739,15,Month-to-Month,64.26,4,Direct Debit,Yes
CUST-106740,60,Month-to-Month,20.0,1,Direct Debit,Yes
CUST-106741,42,Month-to-Month,72.76,0,Credit Card,Yes
CUST-106742,43,Two Year,61.03,0,Credit Card,No
CUST-106743,49,Month-to-Month,28.42,1,Direct Debit,Yes
CUST-106744,64,Month-to-Month,31.42,1,Bank Transfer,No
CUST-106745,32,Month-to-Month,84.5,2,Bank Transfer,Yes
CUST-106746,64,One Year,50.35,2,Bank Transfer,No
CUST-106747,2,Month-to-Month,46.85,2,Direct Debit,Yes
CUST-106748,24,Month-to-Month,64.29,0,Direct Debit,Yes
CUST-106749,66,Month-to-Month,52.12,1,Direct Debit,Yes
CUST-106750,38,One Year,67.0,1,Direct Debit,No
CUST-106751,31,Month-to-Month,60.95,3,Direct Debit,No
CUST-106752,26,Month-to-Month,41.0,3,Bank Transfer,Yes
CUST-106753,29,Month-to-Month,54.78,3,Direct Debit,Yes
CUST-106754,67,Two Year,73.86,2,Credit Card,No
CUST-106755,25,Month-to-Month,65.84,2,Credit Card,No
CUST-106756,48,One Year,63.36,1,Direct Debit,No
CUST-106757,65,Month-to-Month,103.75,2,Direct Debit,No
CUST-106758,53,Month-to-Month,79.62,1,Credit Card,No
CUST-106759,67,Month-to-Month,82.05,2,Credit Card,No
CUST-106760,18,Month-to-Month,61.68,0,Bank Transfer,Yes
CUST-106761,9,Month-to-Month,69.4,1,Bank Transfer,Yes
CUST-106762,38,Month-to-Month,56.38,2,Bank Transfer,Yes
CUST-106763,21,Month-to-Month,80.55,1,Credit Card,No
CUST-106764,65,One Year,62.79,0,Direct Debit,No
CUST-106765,21,Two Year,69.45,1,Bank Transfer,No
CUST-106766,27,Month-to-Month,68.21,1,Bank Transfer,Yes
CUST-106767,70,One Year,64.64,2,Direct Debit,No
CUST-106768,44,Two Year,123.76,1,Direct Debit,No
CUST-106769,28,Two Year,51.67,0,Credit Card,No
CUST-106770,45,Month-to-Month,51.49,1,Bank Transfer,No
CUST-106771,17,One Year,78.88,3,Direct Debit,No
CUST-106772,40,Month-to-Month,53.1,0,Credit Card,No
CUST-106773,3,Month-to-Month,59.17,6,Bank Transfer,No
CUST-106774,66,Month-to-Month,43.27,2,Credit Card,Yes
CUST-106775,46,Month-to-Month,74.83,1,Credit Card,No
CUST-106776,30,Month-to-Month,75.09,0,Bank Transfer,No
CUST-106777,69,Month-to-Month,58.7,0,Direct Debit,Yes
CUST-106778,9,One Year,79.3,3,Direct Debit,No
CUST-106779,11,Month-to-Month,27.84,1,Direct Debit,No
CUST-106780,69,Month-to-Month,50.86,2,Direct Debit,No
CUST-106781,66,Month-to-Month,61.6,2,Direct Debit,No
CUST-106782,31,Month-to-Month,41.55,2,Direct Debit,No
CUST-106783,33,One Year,30.03,0,Credit Card,No
CUST-106784,39,Two Year,58.84,1,Direct Debit,No
CUST-106785,46,Month-to-Month,78.88,1,Credit Card,No
CUST-106786,37,Month-to-Month,90.64,0,Direct Debit,Yes
CUST-106787,60,Two Year,54.05,0,Direct Debit,No
CUST-106788,31,Month-to-Month,79.66,2,Direct Debit,No
CUST-106789,11,Two Year,77.73,4,Direct Debit,No
CUST-106790,2,Month-to-Month,89.37,6,Direct Debit,Yes
CUST-106791,27,Month-to-Month,58.0,1,Direct Debit,No
CUST-106792,2,Month-to-Month,29.03,4,Credit Card,Yes
CUST-106793,21,Month-to-Month,66.4,1,Direct Debit,Yes
CUST-106794,58,Month-to-Month,44.72,0,Direct Debit,Yes
CUST-106795,5,Two Year,50.53,2,Direct Debit,Yes
CUST-106796,52,One Year,58.98,1,Bank Transfer,No
CUST-106797,45,One Year,58.22,2,Direct Debit,No
CUST-106798,20,One Year,67.83,1,Direct Debit,No
CUST-106799,61,Month-to-Month,79.06,1,Direct Debit,Yes
CUST-106800,38,One Year,57.65,1,Credit Card,No
CUST-106801,20,Month-to-Month,72.91,2,Direct Debit,Yes
CUST-106802,25,One Year,65.3,0,Direct Debit,No
CUST-106803,2,Month-to-Month,83.71,2,Credit Card,Yes
CUST-106804,32,One Year,61.23,2,Credit Card,No
CUST-106805,26,Two Year,63.42,0,Direct Debit,No
CUST-106806,70,Month-to-Month,57.51,2,Direct Debit,No
CUST-106807,41,Month-to-Month,61.76,1,Bank Transfer,No
CUST-106808,67,Month-to-Month,49.33,1,Direct Debit,Yes
CUST-106809,1,Month-to-Month,47.35,3,Direct Debit,No
CUST-106810,51,One Year,80.52,2,Direct Debit,No
CUST-106811,5,Two Year,43.34,1,Bank Transfer,No
CUST-106812,13,Month-to-Month,58.62,1,Direct Debit,Yes
CUST-106813,19,Month-to-Month,85.31,2,Direct Debit,Yes
CUST-106814,12,One Year,57.95,0,Direct Debit,No
CUST-106815,48,Month-to-Month,81.57,3,Direct Debit,No
CUST-106816,25,Month-to-Month,53.18,1,Bank Transfer,Yes
CUST-106817,57,Two Year,43.98,2,Direct Debit,No
CUST-106818,35,One Year,33.1,1,Direct Debit,No
CUST-106819,5,Month-to-Month,91.25,0,Direct Debit,Yes
CUST-106820,22,Month-to-Month,42.26,2,Credit Card,No
CUST-106821,57,One Year,79.94,2,Direct Debit,No
CUST-106822,47,One Year,45.0,1,Credit Card,No
CUST-106823,54,Two Year,91.35,0,Direct Debit,Yes
CUST-106824,3,Month-to-Month,109.14,1,Credit Card,Yes
CUST-106825,53,Two Year,31.27,0,Direct Debit,No
CUST-106826,31,One Year,43.3,2,Direct Debit,No
CUST-106827,69,One Year,80.46,3,Credit Card,Yes
CUST-106828,33,One Year,75.26,0,Direct Debit,No
CUST-106829,72,Month-to-Month,80.54,1,Bank Transfer,No
CUST-106830,50,Two Year,53.52,0,Direct Debit,No
CUST-106831,16,Month-to-Month,104.75,1,Bank Transfer,No
CUST-106832,39,Month-to-Month,67.36,4,Direct Debit,No
CUST-106833,46,Two Year,40.66,2,Direct Debit,No
CUST-106834,47,One Year,59.94,5,Direct Debit,Yes
CUST-106835,44,Two Year,40.93,0,Direct Debit,No
CUST-106836,9,Month-to-Month,96.82,0,Direct Debit,No
CUST-106837,50,Month-to-Month,51.79,0,Direct Debit,No
CUST-106838,60,Two Year,74.85,2,Bank Transfer,No
CUST-106839,15,Month-to-Month,55.59,1,Credit Card,No
CUST-106840,36,Two Year,52.69,3,Direct Debit,Yes
CUST-106841,63,Month-to-Month,26.79,2,Credit Card,No
CUST-106842,69,Two Year,76.96,1,Direct Debit,No
CUST-106843,41,Month-to-Month,90.98,1,Bank Transfer,No
CUST-106844,24,One Year,46.68,2,Direct Debit,No
CUST-106845,49,Two Year,34.1,1,Direct Debit,No
CUST-106846,18,Month-to-Month,81.07,2,Bank Transfer,Yes
CUST-106847,7,One Year,32.08,1,Direct Debit,No
CUST-106848,4,Two Year,89.39,2,Credit Card,No
CUST-106849,69,One Year,46.91,1,Bank Transfer,No
CUST-106850,60,Two Year,42.93,3,Bank Transfer,No
CUST-106851,55,Month-to-Month,69.97,2,Bank Transfer,No
CUST-106852,16,Month-to-Month,44.24,2,Direct Debit,No
CUST-106853,29,Month-to-Month,50.86,4,Credit Card,Yes
CUST-106854,23,Month-to-Month,72.08,1,Direct Debit,No
CUST-106855,14,Month-to-Month,20.0,4,Bank Transfer,No
CUST-106856,49,One Year,97.85,0,Direct Debit,Yes
CUST-106857,33,Month-to-Month,65.87,3,Direct Debit,No
CUST-106858,25,Month-to-Month,39.14,0,Bank Transfer,No
CUST-106859,21,Month-to-Month,44.66,3,Bank Transfer,No
CUST-106860,17,Two Year,84.83,4,Bank Transfer,Yes
CUST-106861,23,One Year,77.02,0,Direct Debit,No
